0.0 2720
250.0 2718
500.0 2717
750.0 2713
1000.0 2703
1250.0 2686
1500.0 2655
1750.0 2603
1875.0 2562
2000.0 2499
2062.5 2461
2125.0 2411
2187.5 2343
2250.0 2262
2281.25 2230
2312.5 2177
2343.75 2118
2375.0 2062
2406.25 1990
2437.5 1920
2468.75 1853
2500.0 1773
2531.25 1678
2562.5 1611
2593.75 1522
2625.0 1436
2656.25 1345
2687.5 1256
2718.75 1185
2750.0 1070
2781.25 987
2812.5 915
2843.75 824
2875.0 753
2906.25 690
2937.5 610
2968.75 530
3000.0 487
3062.5 371
3125.0 285
3187.5 218
3250.0 160
3312.5 117
3375.0 90
3437.5 64
3500.0 49
3625.0 28
3750.0 18.8
4000.0 10
4250.0 6
4500.0 4
