0.0 1338
250.0 1336
500.0 1333
750.0 1330
1000.0 1328
1250.0 1325
1500.0 1315
1750.0 1298
2000.0 1280
2250.0 1257
2500.0 1220
2750.0 1173
2875.0 1143
3000.0 1108
3062.5 1090
3125.0 1073
3187.5 1052
3250.0 1028
3312.5 1001
3375.0 973
3437.5 945
3500.0 910
3531.25 896
3562.5 874
3593.75 855
3625.0 835
3656.25 817
3687.5 795
3718.75 782
3750.0 757
3781.25 738
3812.5 711
3843.75 692
3875.0 670
3906.25 650
3937.5 630
3968.75 611
4000.0 588
4062.5 545
4125.0 509
4187.5 469
4250.0 432
4312.5 394
4375.0 355
4437.5 321
4500.0 294
4562.5 262
4625.0 235
4687.5 208
4750.0 185
4812.5 165
4875.0 149
4937.5 135
5000.0 123
5125.0 107
5250.0 94
5375.0 83
5500.0 74
5625.0 66
5750.0 58
6000.0 47
6250.0 38
6500.0 30
6750.0 25
6875.0 22.5
