0   481
250 480
750 479
1000    477
1250    476
1500    475
1750    473
2000    468
2250    463
2500    457
2750    451
3000    440
3250    423
3500    400
3750    370
4000    338
4250    306
4500    273
4750    237
5000    199
5250    160
5500    123
5750    90
6000    64
6250    44
6500    29
6750    19
7000    12.5
7200    8
