0.0 246
250.0 244
500.0 240
625.0 236
750.0 231
812.5 227
875.0 222
937.5 216
1000.0 210
1031.25 205
1062.5 201
1093.75 197
1125.0 192
1156.25 188
1187.5 183
1218.75 177
1250.0 171
1281.25 166
1312.5 160
1343.75 154
1375.0 148
1406.25 141
1437.5 134
1468.75 128
1500.0 121
1531.25 114
1562.5 107
1593.75 100
1625.0 94
1656.25 88
1687.5 82
1718.75 76
1750.0 70.5
1781.25 65.5
1812.5 59.5
1843.75 55
1875.0 49.5
1906.25 45
1937.5 40.9
1968.75 36.7
2000.0 32.9
2062.5 26
2125.0 20.2
2187.5 15.4
2250.0 11.9
2312.5 9.2
2375.0 7.1
2437.5 5.6
2500.0 4.6
2625.0 3.4
2750.0 2.75
3000.0 1.86
3250.0 1.2
3500.0 0.79
3750.0 0.68
4000.0 0.56
4250.0 0.5
4500.0 0.45
4625.0 0.42
