0.0 265
250.0 248
375.0 232
437.5 219
500.0 203
531.25 193
562.5 183
593.75 169
625.0 159
656.25 147
687.5 135
718.75 123.5
750.0 110
781.25 97.5
812.5 85
843.75 73
875.0 65
906.25 56.4
937.5 47.9
968.75 41.2
1000.0 34.7
1031.25 29.4
1062.5 23.6
1093.75 19.4
1125.0 16.2
1156.25 13.1
1187.5 10.5
1218.75 8.2
1250.0 6.7
1281.25 5.4
1312.5 4.4
1375.0 3.1
1500.0 1.8
1625.0 1.15
1750.0 0.75
2000.0 0.57
2250.0 0.32
2500.0 0.28
2750.0 0.26
3000.0 0.25
3250.0 0.23
3500.0 0.23
